Gender,Age,Marital Status,Caste Category,Religion,Region,State,Qualification,Occupation,Sector of Employment,Annual Income,Pregnant or Lactating,Disabled (PWD),Senior Citizen,Member of Minority Community,Medical Proof of Delivery/Miscarriage,Scheme Name,Scheme Category,Eligible,Reason for Non-Eligibility,Name Present on Ration Card,Submitted Documents,Applying as NGO,NGO Registered under Societies Act,NGO Registered under Senior Citizens Rules 2009,NGO Runs Old Age Home,SHG Member,Registered Journalist,Proof of Profession,Medical Reason,Already Availed Max Limit,Studied in Govt School,Currently Pursuing,First-generation College Goer,Institution Type,Top 1000 Scorer,7.5% Quota Admission
Male,,,SC,,,Tamil Nadu,,,,49768,,,,,,Free Education Scheme (BC/MBC/DNC Students),,No,Not from BC/MBC/DNC community,,,,,,,,,,,,,Professional,,Govt,,
Male,,,BC,,,Tamil Nadu,,,,80000,,,,,,Free Education Scheme (BC/MBC/DNC Students),,No,Annual income exceeds limit,,,,,,,,,,,,,Professional,,Govt,,
Male,,,MBC,,,Tamil Nadu,,,,20023,,,,,,Free Education Scheme (BC/MBC/DNC Students),,No,Not in Govt/Govt-aided institution,,,,,,,,,,,,,Professional,,Private,,
Male,,,DNC,,,Tamil Nadu,,,,39105,,,,,,Free Education Scheme (BC/MBC/DNC Students),,No,Not pursuing eligible course,,,,,,,,,,,,,PG,,Govt,,
Female,,,MBC,,,Kerala,,,,42201,,,,,,Free Education Scheme (BC/MBC/DNC Students),,No,Not a resident of Tamil Nadu,,,,,,,,,,,,,Diploma,,Govt,,
Male,,,SC,,,Tamil Nadu,,,,10866,,,,,,Free Education Scheme (BC/MBC/DNC Students),,No,Not from BC/MBC/DNC community,,,,,,,,,,,,,Professional,,Govt,,
Female,,,DNC,,,Tamil Nadu,,,,80000,,,,,,Free Education Scheme (BC/MBC/DNC Students),,No,Annual income exceeds limit,,,,,,,,,,,,,Diploma,,Govt,,
Male,,,BC,,,Tamil Nadu,,,,31009,,,,,,Free Education Scheme (BC/MBC/DNC Students),,No,Not in Govt/Govt-aided institution,,,,,,,,,,,,,UG,,Private,,
Male,,,BC,,,Tamil Nadu,,,,13616,,,,,,Free Education Scheme (BC/MBC/DNC Students),,No,Not pursuing eligible course,,,,,,,,,,,,,PG,,Govt,,
Female,,,MBC,,,Kerala,,,,17563,,,,,,Free Education Scheme (BC/MBC/DNC Students),,No,Not a resident of Tamil Nadu,,,,,,,,,,,,,Diploma,,Govt,,
Female,,,ST,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Male,,,ST,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Female,,,SC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Female,,,ST,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Female,,,ST,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Female,,,ST,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Female,,,SC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Female,,,ST,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Female,,,SC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Male,,,ST,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Male,,,SC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Female,,,SC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Male,,,SC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Male,,,ST,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Male,,,SC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Female,,,ST,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Male,,,ST,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Female,,,SC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Female,,,ST,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Female,,,SC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,Yes,,,,,,,,,,,,,,UG,,,TRUE,
Female,,,ST,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,No,Not among top 1000 scorers,,,,,,,,,,,,,UG,,,FALSE,
Female,,,BC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,No,Not SC/ST,,,,,,,,,,,,,UG,,,TRUE,
Male,,,ST,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,No,Not pursuing higher education,,,,,,,,,,,,,,,,TRUE,
Female,,,ST,,,Karnataka,,,,,,,,,,Chief Minister Merit Award,,No,Not a resident of Tamil Nadu,,,,,,,,,,,,,UG,,,TRUE,
Male,,,SC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,No,Not among top 1000 scorers,,,,,,,,,,,,,UG,,,FALSE,
Male,,,BC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,No,Not SC/ST,,,,,,,,,,,,,UG,,,TRUE,
Male,,,ST,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,No,Not pursuing higher education,,,,,,,,,,,,,,,,TRUE,
Male,,,SC,,,Karnataka,,,,,,,,,,Chief Minister Merit Award,,No,Not a resident of Tamil Nadu,,,,,,,,,,,,,UG,,,TRUE,
Male,,,SC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,No,Not among top 1000 scorers,,,,,,,,,,,,,UG,,,FALSE,
Female,,,BC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,No,Not SC/ST,,,,,,,,,,,,,UG,,,TRUE,
Male,,,SC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,No,Not pursuing higher education,,,,,,,,,,,,,,,,TRUE,
Male,,,SC,,,Karnataka,,,,,,,,,,Chief Minister Merit Award,,No,Not a resident of Tamil Nadu,,,,,,,,,,,,,UG,,,TRUE,
Male,,,ST,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,No,Not among top 1000 scorers,,,,,,,,,,,,,UG,,,FALSE,
Male,,,BC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,No,Not SC/ST,,,,,,,,,,,,,UG,,,TRUE,
Female,,,ST,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,No,Not pursuing higher education,,,,,,,,,,,,,,,,TRUE,
Female,,,ST,,,Karnataka,,,,,,,,,,Chief Minister Merit Award,,No,Not a resident of Tamil Nadu,,,,,,,,,,,,,UG,,,TRUE,
Female,,,SC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,No,Not among top 1000 scorers,,,,,,,,,,,,,UG,,,FALSE,
Female,,,BC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,No,Not SC/ST,,,,,,,,,,,,,UG,,,TRUE,
Male,,,SC,,,Tamil Nadu,,,,,,,,,,Chief Minister Merit Award,,No,Not pursuing higher education,,,,,,,,,,,,,,,,TRUE,
Male,,,SC,,,Karnataka,,,,,,,,,,Chief Minister Merit Award,,No,Not a resident of Tamil Nadu,,,,,,,,,,,,,UG,,,TRUE,
Female,21,Married,ST,Christian,Rural,Karnataka,10th,Journalist,Healthcare,84485,TRUE,TRUE,TRUE,TRUE,Yes,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,Yes,,,,,,,,,,,,,,,,,,
Female,21,Single,ST,Hindu,Urban,Kerala,Diploma,Journalist,Education,129465,TRUE,TRUE,FALSE,TRUE,Yes,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,Yes,,,,,,,,,,,,,,,,,,
Female,28,Single,ST,Christian,Rural,Andhra Pradesh,Diploma,NGO Worker,Healthcare,222025,TRUE,TRUE,TRUE,TRUE,Yes,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,Yes,,,,,,,,,,,,,,,,,,
Female,80,Single,General,Muslim,Urban,Tamil Nadu,Diploma,Unemployed,None,255832,TRUE,TRUE,TRUE,FALSE,Yes,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,Yes,,,,,,,,,,,,,,,,,,
Female,45,Married,ST,Hindu,Urban,Karnataka,Post-Graduate,Unemployed,Media,20656,TRUE,TRUE,FALSE,FALSE,Yes,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,Yes,,,,,,,,,,,,,,,,,,
Female,24,Widowed,SC,Other,Urban,Tamil Nadu,Graduate,Teacher,None,31494,TRUE,TRUE,TRUE,TRUE,Yes,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,Yes,,,,,,,,,,,,,,,,,,
Female,55,Married,OBC,Christian,Urban,Kerala,Post-Graduate,Farmer,Education,212112,TRUE,TRUE,FALSE,TRUE,Yes,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,Yes,,,,,,,,,,,,,,,,,,
Female,34,Widowed,SC,Other,Urban,Karnataka,10th,Unemployed,Agriculture,62338,TRUE,TRUE,TRUE,FALSE,Yes,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,Yes,,,,,,,,,,,,,,,,,,
Female,37,Married,General,Hindu,Rural,Kerala,10th,Unemployed,Education,197327,TRUE,TRUE,TRUE,TRUE,Yes,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,Yes,,,,,,,,,,,,,,,,,,
Female,18,Single,ST,Other,Urban,Kerala,Diploma,Teacher,Media,185314,TRUE,TRUE,FALSE,FALSE,Yes,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,Yes,,,,,,,,,,,,,,,,,,
Male,57,Single,General,Muslim,Rural,Kerala,10th,Teacher,Media,247322,FALSE,TRUE,FALSE,FALSE,No,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,No,Not a female applicant; Not pregnant or lactating; No medical proof of delivery/miscarriage,,,,,,,,,,,,,,,,,
Male,39,Single,OBC,Hindu,Urban,Andhra Pradesh,Diploma,Teacher,Healthcare,161290,TRUE,FALSE,TRUE,TRUE,Yes,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,No,Not a female applicant; Not differently abled,,,,,,,,,,,,,,,,,
Female,79,Single,General,Christian,Rural,Kerala,12th,Farmer,Healthcare,106671,FALSE,TRUE,FALSE,FALSE,No,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,No,Not pregnant or lactating; No medical proof of delivery/miscarriage,,,,,,,,,,,,,,,,,
Female,61,Married,ST,Christian,Urban,Karnataka,Diploma,Teacher,Media,278551,FALSE,FALSE,FALSE,TRUE,Yes,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,No,Not differently abled; Not pregnant or lactating,,,,,,,,,,,,,,,,,
Female,35,Single,ST,Muslim,Rural,Andhra Pradesh,Graduate,Unemployed,Healthcare,263608,FALSE,TRUE,FALSE,TRUE,Yes,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,No,Not pregnant or lactating,,,,,,,,,,,,,,,,,
Male,42,Single,General,Hindu,Urban,Tamil Nadu,10th,Farmer,Education,253758,FALSE,FALSE,FALSE,TRUE,Yes,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,No,Not a female applicant; Not differently abled; Not pregnant or lactating,,,,,,,,,,,,,,,,,
Female,50,Widowed,OBC,Christian,Urban,Karnataka,Graduate,Unemployed,Agriculture,78607,TRUE,FALSE,FALSE,FALSE,No,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,No,Not differently abled; No medical proof of delivery/miscarriage,,,,,,,,,,,,,,,,,
Male,37,Widowed,General,Hindu,Urban,Kerala,Diploma,Journalist,Agriculture,137045,TRUE,TRUE,FALSE,FALSE,Yes,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,No,Not a female applicant,,,,,,,,,,,,,,,,,
Male,70,Single,General,Muslim,Rural,Karnataka,Post-Graduate,NGO Worker,Education,225686,FALSE,TRUE,TRUE,TRUE,Yes,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,No,Not a female applicant; Not pregnant or lactating,,,,,,,,,,,,,,,,,
Male,51,Married,General,Hindu,Urban,Andhra Pradesh,10th,Farmer,Healthcare,30836,FALSE,TRUE,FALSE,FALSE,Yes,Assistance For Delivery / Miscarriage Of Pregnancy To Female Differently Abled Person,Health and Welfare,No,Not a female applicant; Not pregnant or lactating,,,,,,,,,,,,,,,,,
Female,55,Married,ST,Hindu,Rural,Tamil Nadu,10th,Journalist,Media,114251,FALSE,FALSE,FALSE,TRUE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,Yes,,Yes,Yes,,,,,,,,,,,,,,,
Female,77,Single,SC,Hindu,Rural,Tamil Nadu,Diploma,Farmer,None,115947,FALSE,TRUE,TRUE,FALSE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,Yes,,Yes,Yes,,,,,,,,,,,,,,,
Male,34,Widowed,ST,Hindu,Rural,Tamil Nadu,10th,Farmer,Healthcare,64762,FALSE,FALSE,TRUE,TRUE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,Yes,,Yes,Yes,,,,,,,,,,,,,,,
Female,70,Widowed,General,Hindu,Urban,Tamil Nadu,Graduate,Unemployed,Agriculture,38194,FALSE,TRUE,FALSE,TRUE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,Yes,,Yes,Yes,,,,,,,,,,,,,,,
Male,36,Widowed,OBC,Hindu,Urban,Tamil Nadu,12th,NGO Worker,None,29042,FALSE,TRUE,TRUE,FALSE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,Yes,,Yes,Yes,,,,,,,,,,,,,,,
Female,21,Widowed,ST,Muslim,Urban,Tamil Nadu,10th,Unemployed,Agriculture,65537,FALSE,FALSE,TRUE,TRUE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,Yes,,Yes,Yes,,,,,,,,,,,,,,,
Male,22,Widowed,SC,Muslim,Rural,Tamil Nadu,Graduate,Farmer,Agriculture,114167,TRUE,FALSE,FALSE,FALSE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,Yes,,Yes,Yes,,,,,,,,,,,,,,,
Male,54,Widowed,OBC,Christian,Urban,Tamil Nadu,Post-Graduate,NGO Worker,Healthcare,72400,FALSE,TRUE,FALSE,TRUE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,Yes,,Yes,Yes,,,,,,,,,,,,,,,
Female,33,Widowed,ST,Other,Rural,Tamil Nadu,12th,Farmer,Healthcare,63764,FALSE,FALSE,FALSE,TRUE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,Yes,,Yes,Yes,,,,,,,,,,,,,,,
Female,71,Widowed,SC,Christian,Urban,Tamil Nadu,12th,Unemployed,Agriculture,78423,TRUE,TRUE,FALSE,FALSE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,Yes,,Yes,Yes,,,,,,,,,,,,,,,
Female,63,Married,OBC,Other,Urban,Tamil Nadu,12th,Unemployed,Agriculture,149544,FALSE,FALSE,FALSE,TRUE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,No,"Annual income exceeds â‚¹1,20,000; Name not present on ration card",No,Yes,,,,,,,,,,,,,,,
Female,25,Single,General,Other,Rural,Andhra Pradesh,10th,Teacher,Media,243281,FALSE,FALSE,FALSE,TRUE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,No,"Not a resident of Tamil Nadu; Annual income exceeds â‚¹1,20,000; Missing mandatory documents",Yes,No,,,,,,,,,,,,,,,
Male,43,Single,SC,Hindu,Rural,Kerala,Post-Graduate,Teacher,Media,156600,TRUE,TRUE,FALSE,FALSE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,No,"Not a resident of Tamil Nadu; Annual income exceeds â‚¹1,20,000",Yes,Yes,,,,,,,,,,,,,,,
Female,20,Widowed,ST,Hindu,Rural,Karnataka,Diploma,Unemployed,Education,221853,FALSE,FALSE,TRUE,TRUE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,No,"Not a resident of Tamil Nadu; Annual income exceeds â‚¹1,20,000; Name not present on ration card; Missing mandatory documents",No,No,,,,,,,,,,,,,,,
Female,30,Married,SC,Muslim,Urban,Kerala,Graduate,Farmer,Agriculture,198236,TRUE,TRUE,FALSE,FALSE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,No,"Not a resident of Tamil Nadu; Annual income exceeds â‚¹1,20,000",Yes,Yes,,,,,,,,,,,,,,,
Male,23,Widowed,General,Muslim,Rural,Tamil Nadu,10th,Journalist,Education,195344,FALSE,TRUE,TRUE,FALSE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,No,"Annual income exceeds â‚¹1,20,000; Name not present on ration card",No,Yes,,,,,,,,,,,,,,,
Male,27,Married,SC,Hindu,Urban,Karnataka,Diploma,NGO Worker,Media,155233,TRUE,FALSE,TRUE,FALSE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,No,"Not a resident of Tamil Nadu; Annual income exceeds â‚¹1,20,000; Name not present on ration card; Missing mandatory documents",No,No,,,,,,,,,,,,,,,
Female,23,Widowed,SC,Other,Rural,Karnataka,Graduate,Teacher,Agriculture,176679,FALSE,TRUE,TRUE,TRUE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,No,"Not a resident of Tamil Nadu; Annual income exceeds â‚¹1,20,000; Missing mandatory documents",Yes,No,,,,,,,,,,,,,,,
Female,35,Widowed,General,Other,Urban,Andhra Pradesh,Post-Graduate,Teacher,Healthcare,93460,TRUE,TRUE,FALSE,FALSE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,No,Not a resident of Tamil Nadu; Name not present on ration card; Missing mandatory documents,No,No,,,,,,,,,,,,,,,
Male,72,Married,OBC,Hindu,Rural,Andhra Pradesh,Graduate,Farmer,None,47930,FALSE,TRUE,TRUE,TRUE,,Chief Minister's Comprehensive Health Insurance Scheme (CMCHIS),Health and Welfare,No,Not a resident of Tamil Nadu,Yes,Yes,,,,,,,,,,,,,,,
Female,70,Single,OBC,Christian,Rural,Andhra Pradesh,Graduate,NGO Worker,Media,165272,TRUE,FALSE,FALSE,FALSE,,Old Age Homes - Tamil Nadu,Health and Welfare,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,
Male,71,Widowed,SC,Other,Urban,Tamil Nadu,10th,Journalist,None,170146,TRUE,FALSE,FALSE,TRUE,,Old Age Homes - Tamil Nadu,Health and Welfare,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,
Male,77,Widowed,SC,Hindu,Rural,Andhra Pradesh,Graduate,Teacher,Media,74831,TRUE,FALSE,TRUE,TRUE,,Old Age Homes - Tamil Nadu,Health and Welfare,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,
Female,80,Married,General,Christian,Urban,Karnataka,Graduate,Farmer,None,212306,FALSE,FALSE,FALSE,FALSE,,Old Age Homes - Tamil Nadu,Health and Welfare,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,
Female,25,Widowed,SC,Other,Rural,Tamil Nadu,Graduate,NGO Worker,None,48212,FALSE,TRUE,TRUE,TRUE,,Old Age Homes - Tamil Nadu,Health and Welfare,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,
Male,71,Single,General,Other,Urban,Tamil Nadu,10th,Teacher,Healthcare,82605,TRUE,TRUE,FALSE,FALSE,,Old Age Homes - Tamil Nadu,Health and Welfare,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,
Female,30,Widowed,ST,Christian,Rural,Karnataka,Diploma,Farmer,Media,140001,FALSE,FALSE,FALSE,TRUE,,Old Age Homes - Tamil Nadu,Health and Welfare,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,
Male,66,Single,OBC,Christian,Urban,Karnataka,Diploma,Teacher,Education,31351,TRUE,FALSE,FALSE,TRUE,,Old Age Homes - Tamil Nadu,Health and Welfare,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,
Male,68,Married,General,Hindu,Urban,Kerala,12th,NGO Worker,None,138839,TRUE,FALSE,FALSE,TRUE,,Old Age Homes - Tamil Nadu,Health and Welfare,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,
Female,44,Widowed,ST,Christian,Rural,Tamil Nadu,Graduate,Farmer,Media,92434,FALSE,TRUE,TRUE,FALSE,,Old Age Homes - Tamil Nadu,Health and Welfare,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,
Female,49,Widowed,SC,Christian,Urban,Kerala,Diploma,Teacher,None,133690,FALSE,FALSE,TRUE,TRUE,,Old Age Homes - Tamil Nadu,Health and Welfare,No,NGO not registered under Senior Citizens Rules 2009,,,Yes,Yes,No,Yes,,,,,,,,,,,
Female,23,Single,SC,Hindu,Rural,Karnataka,10th,Journalist,Healthcare,141760,TRUE,FALSE,FALSE,TRUE,,Old Age Homes - Tamil Nadu,Health and Welfare,No,NGO not registered under required Acts; NGO not registered under Senior Citizens Rules 2009,,,Yes,No,No,Yes,,,,,,,,,,,
Male,53,Single,General,Hindu,Rural,Tamil Nadu,12th,Unemployed,None,171275,FALSE,TRUE,FALSE,FALSE,,Old Age Homes - Tamil Nadu,Health and Welfare,No,Individual senior citizen applying directly; NGO not registered under required Acts; NGO not registered under Senior Citizens Rules 2009; NGO not running an old age home,,,No,No,No,No,,,,,,,,,,,
Male,77,Married,General,Other,Urban,Andhra Pradesh,12th,Farmer,Media,73331,TRUE,FALSE,TRUE,TRUE,,Old Age Homes - Tamil Nadu,Health and Welfare,No,Individual senior citizen applying directly; NGO not running an old age home,,,No,Yes,Yes,No,,,,,,,,,,,
Male,58,Married,General,Muslim,Urban,Kerala,Graduate,Teacher,None,36954,FALSE,TRUE,FALSE,TRUE,,Old Age Homes - Tamil Nadu,Health and Welfare,No,NGO not registered under required Acts,,,Yes,No,Yes,Yes,,,,,,,,,,,
Male,48,Widowed,ST,Hindu,Rural,Karnataka,Diploma,NGO Worker,Agriculture,196265,TRUE,TRUE,FALSE,FALSE,,Old Age Homes - Tamil Nadu,Health and Welfare,No,Individual senior citizen applying directly; NGO not registered under required Acts; NGO not registered under Senior Citizens Rules 2009,,,No,No,No,Yes,,,,,,,,,,,
Male,77,Single,SC,Hindu,Urban,Tamil Nadu,Graduate,Journalist,Agriculture,188333,TRUE,TRUE,TRUE,TRUE,,Old Age Homes - Tamil Nadu,Health and Welfare,No,Individual senior citizen applying directly; NGO not registered under required Acts; NGO not registered under Senior Citizens Rules 2009; NGO not running an old age home,,,No,No,No,No,,,,,,,,,,,
Female,66,Widowed,OBC,Christian,Rural,Kerala,Diploma,NGO Worker,Media,44677,FALSE,FALSE,TRUE,FALSE,,Old Age Homes - Tamil Nadu,Health and Welfare,No,NGO not running an old age home,,,Yes,Yes,Yes,No,,,,,,,,,,,
Male,60,Married,General,Christian,Rural,Tamil Nadu,Post-Graduate,Unemployed,Education,72462,TRUE,TRUE,TRUE,FALSE,,Old Age Homes - Tamil Nadu,Health and Welfare,No,Individual senior citizen applying directly; NGO not registered under Senior Citizens Rules 2009,,,No,Yes,No,Yes,,,,,,,,,,,
Male,26,Single,OBC,Muslim,Rural,Karnataka,Graduate,Teacher,Education,45547,FALSE,TRUE,TRUE,FALSE,,Old Age Homes - Tamil Nadu,Health and Welfare,No,Individual senior citizen applying directly; NGO not registered under Senior Citizens Rules 2009,,,No,Yes,No,Yes,,,,,,,,,,,
Female,51,Widowed,OBC,Muslim,Urban,Tamil Nadu,Graduate,Teacher,None,292077,TRUE,FALSE,FALSE,TRUE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,Yes,,,,,,,,Yes,,,,,,,,,,
Female,34,Widowed,SC,Muslim,Rural,Tamil Nadu,Graduate,Teacher,None,168025,TRUE,FALSE,TRUE,FALSE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,Yes,,,,,,,,Yes,,,,,,,,,,
Female,75,Widowed,ST,Muslim,Urban,Tamil Nadu,Graduate,Teacher,Media,164828,TRUE,FALSE,FALSE,TRUE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,Yes,,,,,,,,Yes,,,,,,,,,,
Female,52,Widowed,SC,Muslim,Urban,Tamil Nadu,10th,Teacher,None,113383,TRUE,FALSE,FALSE,FALSE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,Yes,,,,,,,,Yes,,,,,,,,,,
Female,47,Widowed,OBC,Hindu,Rural,Tamil Nadu,Post-Graduate,NGO Worker,Education,156513,TRUE,TRUE,TRUE,FALSE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,Yes,,,,,,,,Yes,,,,,,,,,,
Female,27,Single,OBC,Muslim,Urban,Tamil Nadu,Post-Graduate,Teacher,None,255117,TRUE,FALSE,FALSE,FALSE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,Yes,,,,,,,,Yes,,,,,,,,,,
Female,39,Single,OBC,Hindu,Rural,Tamil Nadu,Graduate,Journalist,Agriculture,156019,TRUE,FALSE,FALSE,TRUE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,Yes,,,,,,,,Yes,,,,,,,,,,
Female,54,Single,SC,Other,Rural,Tamil Nadu,Post-Graduate,Teacher,None,216997,TRUE,FALSE,FALSE,TRUE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,Yes,,,,,,,,Yes,,,,,,,,,,
Female,34,Married,SC,Hindu,Rural,Tamil Nadu,12th,Teacher,Agriculture,190542,TRUE,TRUE,FALSE,TRUE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,Yes,,,,,,,,Yes,,,,,,,,,,
Female,22,Widowed,General,Other,Rural,Tamil Nadu,Diploma,Farmer,Agriculture,93884,TRUE,FALSE,FALSE,TRUE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,Yes,,,,,,,,Yes,,,,,,,,,,
